video_name,body_gesture_magnitude_mean,body_gesture_magnitude_var,body_gesture_activity_mean,body_gesture_activity_var,body_gesture_stability_mean,body_gesture_stability_var,body_body_sway_mean,body_body_sway_var,body_posture_openness_mean,body_posture_openness_var,face_head_speed_mean,face_head_speed_var,face_gaze_dg_mean,face_gaze_dg_var,face_head_tilt_mean,face_head_tilt_var,face_smile_mean,face_smile_var,audio_wpm,audio_pause_ratio,audio_pitch_mean_hz,audio_pitch_std_st,audio_volume_lufs,audio_volume_cv,audio_crest_factor_db
61,1.5494684749828296,0.0026120432515091,0.7580659032094039,0.2136574641455376,0.5880869786338948,1.3049200019528135,0.2699118855141963,0.0178641502353659,0.2551724137931034,0.0193587416817906,0.4734081842824419,0.1201301747444826,0.29301159222482,0.0498361951519621,-17.799633489335942,30.26417185254457,0.7582175111270423,0.0011431578157316,110.52631578947368,0.0,98.55934711823905,2.0032768247250785,-37.83558788098112,0.7130806894419798,18.846251413861378
59,2.334036654787205,0.2298127657060539,4.453855905042572,1.7857091401045715,17.174641527486166,153.91636552837417,0.8063131953054976,0.100264821628453,0.8625,0.062063492063492,0.952771454043018,0.4766239995808942,0.5551025791402615,0.1560827046445063,-13.239690379737972,652.9578121310828,0.9585935391393212,0.0084303450946899,188.01939058171743,0.0,268.26035883382497,4.981101489973573,-18.2896938427978,0.7462681405465881,17.71421710247495
66,1.3846871494571915,0.0376047489426239,3.3125470743066017,1.1271898194957295,7.606416787413332,29.48995562738578,1.0663559945897825,0.0664050101043822,0.3527272727272728,0.0384646464646464,2.693695828212886,2.1368321874728347,0.4727089308436651,0.087444900830782,-0.8505499170499742,587.2742194809364,0.7404285425918394,0.0020048399317239,117.77777777777776,0.0137331197070267,102.2338736057358,2.087261090988341,-35.07424935963544,0.7995750076907091,17.234877596789843
58,2.089256330484004,0.2939730162117217,2.611364866626444,0.9140072420301738,5.043513180411108,15.675118300767757,0.5514722448124452,0.0548006077771065,0.806896551724138,0.0687235329703569,0.9193767533425368,0.4731290684519039,0.483716849918083,0.1100018966043451,-33.51195482430947,113.36402087351463,0.8227955131575526,0.0029441419919748,170.68965517241378,0.0,234.84131252147367,3.250516923638137,-23.336325708760885,0.883806853364897,23.13614167595773
67,2.346752599629296,0.0753778576906458,4.307854006528964,1.4276391777843802,12.003086386037126,57.48700354931754,1.0054098714020718,0.089714934896153,0.9254237288135592,0.0467562828755113,2.017532654236736,1.4661036243877277,0.5412307560277382,0.168355380546174,-10.233326214036476,385.6036668244983,0.7640725975935825,0.0041490222750499,167.3469387755102,0.0,117.56973202687698,3.390647129393761,-29.963964651158808,0.7558449015868223,17.96508722449071
60,1.8023286858919008,0.0333724026943647,2.3191914581302737,0.6234700943213766,3.667973369321961,14.705708048218586,0.7668610080123924,0.1168797266662886,0.6000000000000001,0.0476595744680851,1.4804197800826815,1.2590625694730082,0.317306430723604,0.0709890297061096,-6.894376528342702,254.9305580292008,0.7679148906530767,0.0018834710611275,121.55172413793102,0.0,110.37316725898602,2.824334935464518,-30.861865718402456,0.6836659141344626,18.66714258044937
18,2.09540991574458,0.2548924736982429,3.677703827838098,1.5671253786119466,8.422133801043474,43.18702338799365,0.9024005456111368,0.1709778972291198,0.8266666666666668,0.0516781609195402,1.949319302841784,6.33096719798029,0.6241342151952097,0.3365491696044844,1.7939114355063983,625.9527264746221,0.819563131316861,0.0068981051416563,103.65853658536584,0.0589996312523047,236.77451255486807,2.951216558356036,-20.789682113687352,0.9182700315540469,15.906835330803077
11,2.812984680909997,0.3747051649844546,4.52605264421762,3.117662446387759,13.123707857145078,104.55604764290771,0.9570499059545322,0.0767040506634707,0.9578947368421052,0.0154765291607396,1.6245744554033723,1.3240790855233084,0.4738799705318574,0.1973961501396978,10.909955800769753,585.2848813805196,0.8254440666585101,0.0090835265118243,139.9197592778335,0.0,255.2249012583116,3.5729726208162886,-20.41367358811664,0.7504613434709879,12.912193462784272
16,2.784214551926818,0.3823108180097956,4.099285113218701,2.309314722679892,16.89566718041241,282.2678555885747,0.9093099434384896,0.1256154981166074,0.9348837209302326,0.0299446290143964,1.1241203897227316,0.7563530157899973,0.4539827582307317,0.1153029133767496,13.566688425549344,539.9467990414195,0.9849230326835944,0.0074440370072462,163.25581395348837,0.0,212.15752550168065,2.5829255244064,-22.8724565076778,0.8376399774174655,17.27689655131046
73,2.2930852754614284,0.6246728529046897,6.248362271466886,8.055066708147873,21.00389828599124,232.0878952670731,1.5367094365429004,0.3099271339789844,0.810909090909091,0.0702491582491582,1.558316880315876,1.4608429742326214,0.6623689598362539,0.3363970418609895,7.808292798339607,171.03572239696692,0.8129564135321964,0.0050672711242185,131.9290465631929,0.0,210.8095424228161,5.137486050643765,-29.791365210612145,0.8542694157906188,21.90869131417799
74,2.158626491745215,0.3522066306374571,3.6343041122779134,2.260603259477522,9.3833331849405,138.97570218428513,0.617778461507259,0.0934932126301622,0.6561403508771929,0.1053634085213032,0.3433382934421041,0.0786576184028274,0.262374696282981,0.057486629917262,10.539821591738846,32.896522193292775,0.7999538710223534,0.0010389356292672,84.92569002123142,0.0318403735937168,157.55632992667566,7.592752230745838,-36.62735594173856,0.8642528934647284,20.974110418613314
6,2.2741683726646302,0.2642442915742588,2.29451031873963,0.8023659920982795,3.3744113374071385,9.558224062949163,0.6164093300774647,0.0573896578549065,0.7573770491803279,0.1134863387978141,1.526078428607106,1.018807089417723,0.5134313539388708,0.129579014223641,-10.441374986203614,1024.0144110065671,0.7652007613764986,0.0018112202086821,118.47133757961784,0.0601046905470594,137.2811483156105,2.9383575614113813,-22.599718777697817,0.8315333513189841,17.306180302717372
75,1.3743484726515995,0.0042738796833721,0.6964523415913113,0.0381301688187531,0.3749586295479958,0.0474934242934483,0.2339051932896899,0.0079803438070483,0.2226415094339622,0.0087082728592162,0.3257182451073974,0.0664433448870984,0.2993787791761799,0.0854527136078106,12.732911323536564,36.617494810516895,0.7944432160841202,0.0012804520027268,158.07692307692307,0.0,197.66565467403265,3.4985553465595984,-31.664698651036225,0.6474668378022749,18.98936649415504
72,3.584065710851488,0.1320910673261126,2.8912925793968136,0.6924965890066398,5.789851416385488,12.426897458345096,0.7299266078640693,0.0485715623492538,0.9866666666666668,0.0106666666666666,0.5062538716737744,0.1474983673513306,0.4024786184598725,0.1301676337650333,13.675429495101064,91.51520760185122,0.7869729341880751,0.0015106575801785,84.17849898580121,0.0295268817652738,173.70210856302293,7.832201520245736,-35.758348461402456,0.9664005009611544,22.27261937401101
65,1.5299281254759367,0.2527683854999946,4.969719746661478,2.687298489328525,13.530925347465876,140.05111804868153,0.9691564449338522,0.0961327736463767,0.6133333333333334,0.0594802259887005,5.523688583042272,16.363155732622193,0.917324278662076,0.3616275390714872,-5.808575753842937,1684.981841629451,0.7849522400982004,0.003711214876554,201.09439124487,0.0,142.74513275879286,2.126690684094954,-25.82032513330773,0.6346804033707344,18.91943524153645
62,2.044424163436694,0.450726548411506,6.638535805153396,6.595299213209612,29.383908008025426,781.2705532541399,1.2982178015612982,0.1549193061898504,0.76,0.087864406779661,4.036561511294174,10.01489151388579,0.8080967908964529,0.3796534907263634,-6.668655825921324,1030.6570601871329,0.7618213077766903,0.0035872503161661,187.37270875763747,0.0,142.44049251266316,2.8675064412396654,-25.91456141416844,0.6476758869571058,17.467288114425376
63,2.8985867148545705,0.1957256526025032,2.565916021706068,2.2943568735806426,7.467281968879912,224.02248413048665,0.5794142519562252,0.1759335631934936,0.9661971830985916,0.0262696177062374,0.7236775207950088,0.5660379297239506,0.4304244748979109,0.1100985940126696,-13.811837376244547,191.8416707865992,0.75637534864166,0.0038272208527288,150.0,0.0,114.25669634055826,2.590679499864256,-30.98664896182193,0.7000433682686199,18.630222952114707
64,2.796642348002452,0.0785370991736386,3.147585357752676,1.4308669622426071,8.365611005361892,41.31135041512371,0.7516571559245657,0.0946290394250287,1.0,0.0,1.762033861614223,1.940879345168404,0.4718061495870319,0.1551231291609819,-0.1411394469148296,272.04928236918875,0.8177566402615454,0.0108862904880074,80.72207084468664,0.078982987871228,116.19999441228268,5.063248221951342,-28.28062141875241,0.7168207984028698,20.44473557272637
