start_sec,end_sec,gesture_magnitude_val,gesture_magnitude_score,gesture_activity_val,gesture_activity_score,gesture_jitter_val,gesture_jitter_score,body_sway_val,body_sway_score,posture_openness_val,posture_openness_score
30,35,2.7012967263182603,0.9046529082417298,0.1445526190626516,0.9787615425481944,0.020089815933543666,0.6006126190741047,0.034882219857479635,0.5635191487351692,179.99999973127072,0.6396910140924552
31,36,3.0837536024535344,0.6408225827193194,0.1482736360319125,0.9833174965017142,0.020110414966767992,0.600605013844842,0.039248538794398484,0.5568534787509218,179.99999972557893,0.6396910140713822
32,37,3.3738939949206403,0.41873968214176355,0.15170214867511453,0.9870400268519797,0.018179363322020397,0.6013177529494422,0.04231088091345044,0.552166081644685,179.99999974501202,0.6396910141433303
33,38,3.321634923359685,0.4568396554609168,0.1468712457819222,0.9816631097373322,0.015412956255098968,0.6023380681005003,0.04423900911409356,0.5492099604753891,179.999999752657,0.6396910141716347
34,39,3.375847558709467,0.41734161785062784,0.13450552529620874,0.963839483519031,0.012935531832002285,0.6032510456023997,0.04336471260666416,0.5505508366182852,179.9999997516804,0.639691014168019
35,40,3.229129820330527,0.5270160689643796,0.13031117157697955,0.9565103530950908,0.011549188363935594,0.6037616260450506,0.04065022299205539,0.5547091851015103,179.9999997516804,0.639691014168019
36,41,3.0794238257362294,0.6442142773761381,0.10877349967751648,0.9093970592074839,0.006644231548379116,0.6055662652898888,0.034157030793756794,0.564624078005508,179.9999997634686,0.639691014211663
37,42,2.9674139047802104,0.7304381832546332,0.22023201830892628,0.9625291957980308,1.191276306675159,0.19867601766804502,0.11818697581343453,0.4351851652804395,179.9999997650444,0.6396910142174972
38,43,3.0569023894123126,0.6618116621815198,0.21970720362625148,0.9634162732359369,1.1914173903013896,0.19864144944311743,0.11892008936036715,0.434068927146776,179.99999976642547,0.6396910142226103
39,44,3.1871088445329985,0.5596966176708353,0.20521554789846821,0.9838560920947157,1.1903753126885561,0.19889688537266853,0.11251533921589991,0.4438421803472835,179.99999976073363,0.6396910142015372
40,45,3.354547441452329,0.43269057917292086,0.2126466013230425,0.9743644418528932,1.191014381761763,0.1987402063480501,0.11388315061232217,0.44175106681827425,179.99999977683254,0.6396910142611409
41,46,3.5884787622756344,0.27910010268519375,0.1992554750572608,0.9899213853990323,1.1891247808171788,0.19920374382764935,0.11158055958685202,0.44527242378574533,179.99999976975968,0.6396910142349548
42,47,3.7517673518041477,0.19461753262746045,0.20620792643102637,0.9827113819190035,1.1888048483054663,0.1992823067309161,0.114581294697511,0.44068453331159474,179.9999997730939,0.6396910142472991
43,48,3.6826026368431783,0.22797083063063525,0.08757769860107406,0.849444374382535,0.0035390678163887824,0.6067072390102973,0.026709503034861987,0.5759324449288907,179.99999975208493,0.6396910141695166
44,49,3.571433175054459,0.28905710068624185,0.08211492894967638,0.8321664574507595,0.003176897740698697,0.6068402406962875,0.023411391484928056,0.5809157499239129,179.9999997520849,0.6396910141695166
45,50,3.4813646338852196,0.34506857416422326,0.14742037381866957,0.9823199754503283,0.19279410379207906,0.5354912102992563,0.04718724408456058,0.5446832017508196,179.9999997455415,0.6396910141452905
46,51,3.290456106152266,0.4801519446487392,0.13748838162555885,0.9686623597571592,0.19194171572740512,0.535817526514528,0.04518833056795094,0.5477532121706891,179.99999972334626,0.639691014063116
47,52,3.1744225006423346,0.5696235101718731,0.14795007122527612,0.9829425475208802,0.19245027198015474,0.535622841689348,0.046842972772893766,0.5452121960103798,179.99999968821876,0.6396910139330617
48,53,3.106308143807849,0.6231238512161049,0.14905324299489128,0.9842042171059463,0.1933768618702861,0.535268097914915,0.0454246869269368,0.5473903914840496,179.999999692934,0.6396910139505192
49,54,3.1895870604848082,0.5577601317368397,0.16031944662834008,0.9943492729280684,0.19420352006886157,0.5349515827307288,0.04759236468959208,0.5440605796897791,179.9999996996024,0.6396910139752079
50,55,3.0478462491097065,0.6688618632980105,0.16544960807511017,0.9972894523485674,0.19561224444015088,0.5344121382993906,0.049814702505866275,0.5406427122055377,179.99999969488712,0.6396910139577504
51,56,2.8742075844509727,0.7979953814620319,0.10597472242260347,0.9021922614329795,0.006189027981180591,0.6057335994237937,0.0259198954562839,0.5771269548112385,179.99999972224472,0.6396910140590377
52,57,2.780914783556098,0.8592219524211536,0.12521625424264823,0.9467673090899764,0.009193551520655412,0.6046286714609035,0.028335199018644897,0.57347032845319,179.99999974541652,0.6396910141448279
53,58,2.7803543395638304,0.8595656289894098,0.12352232380121235,0.9433285373966824,0.009977192758600201,0.6043403073261183,0.03096979521654336,0.5694725397641561,179.99999978428275,0.6396910142887242
54,59,2.9332947996206737,0.7557564219580337,0.1312890765676862,0.9582756588375541,0.012778639484096748,0.6033088392495558,0.032712003257799833,0.5668238609413874,179.99999978761693,0.6396910143010685
55,60,2.9682228643512363,0.7298309755075861,0.13227859609045103,0.9600270912360607,0.012643321738564207,0.6033586832527618,0.033883821622434314,0.5650401854553377,179.99999981509947,0.6396910144028185
56,61,3.042155359106028,0.6732831276591584,0.14298613616482844,0.9766847208402908,0.012779512056685422,0.6033085178323409,0.03389364943280626,0.5650252189299029,179.99999978997457,0.6396910143097974
57,62,3.0500547276526397,0.6671441448794171,0.1420651457784584,0.9754201210260058,0.012995638315209798,0.6032289037150712,0.035209130860976205,0.5630208461084039,179.99999978428275,0.6396910142887242
58,63,3.140561901026553,0.5961997178605203,0.16211618863393648,0.9954997412685326,0.016958520413618793,0.6017681372081128,0.03716044245133993,0.5600438956721828,179.9999997648496,0.6396910142167759
59,64,3.221061144209143,0.5332623699439205,0.16614517254703065,0.9976062300491818,0.01667001965124799,0.6018745436259183,0.03692309961327632,0.5604062247176603,179.99999972067295,0.6396910140532185
60,65,2.596418313995908,0.9525741587794628,0.13732180306028655,0.9684016642349261,0.01234089755738843,0.6034700727968193,0.0301891324272008,0.5706581020722616,149.9999997457979,0.5230155231349555
61,66,2.014255445351558,0.9065933552343771,0.11483951154404781,0.924195560965087,0.01145682819215576,0.6037956336197408,0.02354112593462003,0.5807200313417334,119.99999977661464,0.40377293057132135
62,67,1.5236843266420699,0.5588788101887886,0.08719863640268256,0.848267330595886,0.009424955647304523,0.6045435269834625,0.018662120933328672,0.5880625438043072,89.99999984060578,0.2949079620252831
63,68,1.1423960414469614,0.29023298498759365,0.07361921669915437,0.8040425350343332,0.008623105194803025,0.6048385384205746,0.014873559201755393,0.5937372896251649,59.999999874756725,0.20528877812438157
64,69,0.6114661613529783,0.0775889225569012,0.025058033490475348,0.6242623216945445,0.001439564779639256,0.6074780303553824,0.006948869864113882,0.6055251856407851,29.999999927364215,0.13758944104877482
65,70,0.0,0.009442793803322472,0.0,0.5275890040155592,0.0,0.6080062292248253,0.0,0.6157619829370472,0.0,0.08969592353674685
66,71,0.0,0.009442793803322472,0.0,0.5275890040155592,0.0,0.6080062292248253,0.0,0.6157619829370472,0.0,0.08969592353674685
67,72,0.0,0.009442793803322472,0.0,0.5275890040155592,0.0,0.6080062292248253,0.0,0.6157619829370472,0.0,0.08969592353674685
