wpm,pause_ratio,pitch_mean_hz,pitch_std_st,volume_lufs,volume_cv,crest_factor_db
127.48138957816377,0.09826589595375723,334.79286112644024,16.32806851793069,-26.99299041074296,0.8150271471703531,23.119578158691326
