start_sec,end_sec,head_speed_val,head_score,gaze_jitter_val,gaze_score,smile_val,smile_score
49,54,0.08003858208652702,0.28451788173102033,0.00019407761187921455,0.5443606103710522,0.5599982270912907,0.5939041146632027
50,55,0.0943469373192578,0.19801240590258742,0.0002537399578655954,0.5170373961161628,0.6756097793627563,0.6903535450210702
51,56,0.07099688016332507,0.34955707653702567,0.00018344878474830967,0.5492050650027365,0.6742447144258197,0.6892883070564673
52,57,0.07418194102920973,0.3258360015375357,0.00022069402092365933,0.5321943658350584,0.682905091153212,0.6960121167602399
53,58,0.07196412647296226,0.34226763848437486,0.00018869423749853567,0.5468153766720646,0.6772633880112805,0.6916412476954068
54,59,0.0729806364175404,0.33468641751956957,0.0001759723500703685,0.5526071831250993,0.6751969198169102,0.6900315796217574
55,60,0.07870479972154389,0.29364777909001355,0.00014959256553107963,0.5645698105991745,0.6755249476799873,0.6902874047281715
56,61,0.07795289109520263,0.2988694277740318,0.00010292949755614664,0.5855392228214156,0.6709103757507409,0.6866778985492755
57,62,0.08443499373208528,0.2556689589396681,0.00010866149938312656,0.5829784242102883,0.6628545244579384,0.6803222858187171
58,63,0.08940085233671595,0.22547995911711197,8.556493015497104e-05,0.593268228235917,0.6623685656334095,0.6799367097930178
59,64,0.09223886462654053,0.20940017677843747,8.493952792713664e-05,0.5935457607381618,0.6741768853829919,0.6892353237182592
60,65,0.08244200461008967,0.2685057360540337,6.753060674477939e-05,0.6012467003517716,0.5613051323868743,0.5950531639720639
61,66,0.06269018078030826,0.4147664539479639,6.0996433412949644e-05,0.6041244710137526,0.4483964763816915,0.49327754008693897
62,67,0.049133734173918704,0.5267898009173844,4.7997155401501795e-05,0.6098280271383809,0.3373994960394722,0.393719062197116
63,68,0.03836475323917524,0.6144295585364705,3.853033105335169e-05,0.6139629649224315,0.2362551440615729,0.30989997370363465
64,69,0.01667195104631559,0.7664807290765152,1.685704281107321e-05,0.6233669538577824,0.12118925032574233,0.22789404083199036
65,70,0.0,0.8511789612504879,0.0,0.6306178692452582,0.0,0.159463223690441
66,71,0.0,0.8511789612504879,0.0,0.6306178692452582,0.0,0.159463223690441
67,72,0.0,0.8511789612504879,0.0,0.6306178692452582,0.0,0.159463223690441
