timestamp,head_speed,gaze_dg,smile,second
0.0,,,0.8301042380590293,0
0.03337754603532506,0.2556463278244739,0.04323255077351591,0.848082034412627,0
0.06675509207065013,0.07832746895247299,0.04180921979215521,0.8432970368797453,0
0.1001326381059752,0.08730584329476158,0.013079725099145354,0.8456312216932304,0
0.13351018414130025,0.03632783647553986,0.00989521012893234,0.8473345441665232,0
0.16688773017662534,0.03705753882861404,0.006440963611586709,0.8356749281811288,0
0.2002652762119504,0.052495215162033135,0.025147653792531734,0.8278442360038822,0
0.23364282224727545,0.05639522939225341,0.01976676653616922,0.8432751006768096,0
0.2670203682826005,0.03711536380559069,0.02768409962662841,0.8522458815888946,0
0.30039791431792556,0.050148360841456754,0.004858438621125451,0.8384525660804756,0
0.3337754603532507,0.03313714940189356,0.047433277391538436,0.8363340101918747,0
0.36715300638857573,0.07983648403800257,0.032447709832104696,0.852948004618923,0
0.4005305524239008,0.052370980167564425,0.03482804329849431,0.9114391158685787,0
0.43390809845922584,0.05746264732585437,0.02311974814503864,0.9181034494545722,0
0.4672856444945509,0.03126051298270228,0.03431320261903264,0.9321542414367069,0
0.500663190529876,0.05457936892781253,0.013387080961089426,0.9316242374949069,0
0.534040736565201,0.024786176005997595,0.04275902339996564,0.916378683958059,0
0.5674182826005261,0.04471450901125013,0.014566350581714984,0.9184345576927084,0
0.6007958286358511,0.027154841820522864,0.0089040086438556,0.8942061168756811,0
0.6341733746711763,0.04041692487717225,0.003980383916067626,0.9021542403348346,0
0.6675509207065013,0.012188235037189741,0.011342624642963524,0.9289143099356241,0
0.7009284667418264,0.03869807976907969,0.0038998277853934202,0.9178464222958805,0
0.7343060127771515,0.024873555119614935,0.009272466847767865,0.9283151078562525,0
0.7676835588124765,0.008700108285411876,0.00940061822291041,0.904797965827947,0
0.8010611048478016,0.003571746177709742,0.003881209746775258,0.9011544991251391,0
0.8344386508831266,0.017334623030150053,0.006344648112027957,0.8951878695257363,0
0.8678161969184517,0.01776255331458981,0.011863179091780173,0.8958615368537347,0
0.9011937429537767,0.010224035076241927,0.009131040879542161,0.8537128431722957,0
0.9345712889891018,0.015193356513185737,0.024387599396387148,0.8463514902679333,0
0.9679488350244269,0.008360393760365363,0.0018704786455293726,0.8387201930400886,0
1.001326381059752,0.016049546598488985,0.016224945814658755,0.822457649187316,1
1.034703927095077,0.008506215113907136,0.008608153453511505,0.831382556590974,1
1.068081473130402,0.025203627277605133,0.01879600476436772,0.8641830337213907,1
1.1014590191657272,0.005337739818892637,0.01022513061975517,0.8536703483163552,1
1.1348365652010521,0.05160597211065564,0.014450259494711576,0.9054523360900625,1
1.1682141112363773,0.02242069016427527,0.025827357658479325,0.9157180793425167,1
1.2015916572717023,0.027921476700781735,0.0045649934702230765,0.936409269538142,1
1.2349692033070274,0.06381418443394027,0.031369587584960314,0.952179006317832,1
1.2683467493423526,0.0744204953592393,0.016554223814042503,0.9063009203300609,1
1.3017242953776775,0.08584063641763885,0.03656716342112982,0.9279746418988106,1
1.3351018414130027,0.10033297481510826,0.042406108192972934,0.8315516413189713,1
1.3684793874483276,0.07907945790238304,0.04415704208654094,0.9120320130785283,1
1.4018569334836528,0.19256140602148122,0.034255450941992685,0.8783010934973571,1
1.4352344795189778,0.15449649970573381,0.01743115494345015,0.9601299205753203,1
1.468612025554303,0.2056928796312108,0.023293364640341468,0.9825589588490764,1
1.5019895715896279,0.17079392737227914,0.04908214050714021,0.9283986967325949,1
1.535367117624953,0.21479037658822467,0.04885558402762526,0.9261559910059753,1
1.568744663660278,0.19424063936680874,0.04212357085940341,0.9259676186787721,1
1.6021222096956031,0.16373538113280156,0.031987272939082885,0.9372350702771374,1
1.6354997557309283,0.1129151860450306,0.009343637645278739,0.945295873128379,1
1.6688773017662533,0.10783468314024923,0.03662238790472397,0.9223646567415403,1
1.7022548478015784,0.1429883154033484,0.008723683527398565,0.9128205799919921,1
1.7356323938369034,0.07534227922898598,0.015307997157634768,0.8999364313448692,1
