timestamp,gesture_magnitude,gesture_activity,body_sway,posture_openness,second
0.0,1.2373282897428504,,,180.0,0
0.03337754603532506,1.9133387867509468,0.5941269886861416,0.06941820009539143,180.0,0
0.06675509207065013,1.9360960182280744,0.08264794855854518,0.024820923920919846,179.99999914622634,0
0.1001326381059752,2.114152071806175,0.1971367844388508,0.03076704814420223,180.0,0
0.13351018414130025,2.02676295419618,0.12512526665353552,0.020880667781622952,179.99999914622634,0
0.16688773017662534,2.2376292768226667,0.16948352268523317,0.04609244130655645,180.0,0
0.2002652762119504,2.3714880431635263,0.22547019541032703,0.06613752041827647,179.99999879258172,0
0.23364282224727545,2.4084859388173063,0.16454874784594622,0.08150357543790165,180.0,0
0.2670203682826005,2.2246720585272275,0.19960261650318809,0.024830258979229292,180.0,0
0.30039791431792556,2.118326027876124,0.2725168240513304,0.06057605091313937,180.0,0
0.3337754603532507,2.0910230124439186,0.17439654505020563,0.08799803193172379,180.0,0
0.36715300638857573,2.1688558545821994,0.09145674806981881,0.12792936752006442,180.0,0
0.4005305524239008,2.2750042158595707,0.08660178411799183,0.043170958752104915,180.0,0
0.43390809845922584,2.3962681599355644,0.08027493750502476,0.017237464794824707,180.0,0
0.4672856444945509,2.492467790696581,0.1502085124231404,0.017132190471115347,180.0,0
0.500663190529876,2.4326151928105797,0.11250431590245961,0.010555104525876397,180.0,0
0.534040736565201,2.5041944702886774,0.11947340122911554,0.006308375211920626,180.0,0
0.5674182826005261,2.604834692765732,0.12265494641470105,0.011448226022487573,180.0,0
0.6007958286358511,2.6211880625845074,0.06653027835473807,0.03487404358391765,180.0,0
0.6341733746711763,2.719656659370833,0.14394296246357255,0.043603904548098656,180.0,0
0.6675509207065013,2.7014305343921343,0.02499572024583159,0.00388475145241229,180.0,0
0.7009284667418264,2.69205346427563,0.02361032265559306,0.008913813396207197,180.0,0
0.7343060127771515,2.723525209145029,0.0569480676419636,0.02694799011313729,180.0,0
0.7676835588124765,2.7039824524983933,0.026422611630103926,0.002608208085701272,180.0,0
0.8010611048478016,2.6916614493443953,0.01674832207043372,0.006341554920475792,180.0,0
0.8344386508831266,2.7539364093638534,0.10834708756693828,0.025528562660485386,180.0,0
0.8678161969184517,2.7582395500100394,0.07262266558953524,0.05169930680495247,180.0,0
0.9011937429537767,2.732809215394901,0.04148672331662477,0.044710022546311776,180.0,0
0.9345712889891018,2.796396668763262,0.08329798800385313,0.006648915820697021,180.0,0
0.9679488350244269,2.775099666240072,0.024064318838077896,0.008436569662747449,180.0,0
1.001326381059752,2.627912595816262,0.12213700924951466,0.011526974724557406,179.99999914622634,1
