wpm,pause_ratio,pitch_mean_hz,pitch_std_st,volume_lufs,volume_cv,crest_factor_db
169.77225672877847,0.08982963345379451,234.2204945269885,3.4104900342295377,-23.628699465505825,0.8807232775960571,23.250930135047057
